mmsi,risk_score,is_iuu
412695660,0.9793352024746578,0
412695680,0.9793352024746578,0
412410051,0.9792974739821132,0
412200079,0.9792974739821132,0
412679240,0.9792974739821132,0
412691280,0.9792974739821132,0
412410054,0.9792974739821132,0
412371198,0.979081227871316,0
412371197,0.979081227871316,0
412371222,0.9783724887003472,0
412331059,0.9783724887003472,0
412330931,0.9783724887003472,0
412329635,0.9783724887003472,0
413224000,0.9783724887003472,0
412549386,0.9783724887003472,0
412422734,0.9783724887003472,0
412329637,0.9783724887003472,0
412328747,0.9783724887003472,0
412401580,0.9783724887003472,0
412549131,0.9783724887003472,0
412329638,0.9783724887003472,0
412371182,0.9783724887003472,0
412439762,0.9783724887003472,0
412440655,0.9783724887003472,0
412328736,0.9783724887003472,0
412549088,0.9783724887003472,0
412440654,0.9783724887003472,0
412209141,0.9783724887003472,0
412439761,0.9783724887003472,0
413034000,0.9783724887003472,0
412209132,0.9783724887003472,0
412371181,0.9783724887003472,0
412420835,0.9783724887003472,0
412439617,0.9783724887003472,0
412421022,0.9783724887003472,0
412549469,0.9783724887003472,0
412549404,0.9783724887003472,0
412440542,0.9783724887003472,0
412549468,0.9783724887003472,0
412329682,0.9783724887003472,0
412333743,0.9783724887003472,1
412549467,0.9783724887003472,0
412410058,0.9779484437592882,0
412410057,0.9779484437592882,0
412365486,0.977865196631618,1
412440811,0.9778378946718258,0
412440245,0.9778378946718258,0
412440831,0.9778378946718258,0
412440686,0.9778378946718258,0
412440826,0.9777184271023364,0
412549489,0.9774143018901448,0
412329679,0.9774143018901448,0
412440829,0.9774143018901448,0
412339535,0.9774143018901448,0
412440513,0.9774143018901448,0
412329677,0.97729260391728,0
412440818,0.97729260391728,0
412440819,0.97729260391728,0
412440508,0.97729260391728,0
412331039,0.97729260391728,0
412329634,0.97729260391728,0
412420659,0.97729260391728,0
412329678,0.97729260391728,0
412460278,0.97729260391728,0
412440817,0.97729260391728,0
412671890,0.9769830427257576,0
412671880,0.9769830427257576,0
412401250,0.9769830427257576,0
412671980,0.9769830427257576,0
412674970,0.9769830427257576,0
412671910,0.9769830427257576,0
412672210,0.9769830427257576,0
412672150,0.9769830427257576,0
412331105,0.9769612315774856,0
413341000,0.9769612315774856,0
412464117,0.9769612315774856,0
413345000,0.9769612315774856,0
412500245,0.9769612315774856,0
412549002,0.9769612315774856,0
412699470,0.9769612315774856,0
412549003,0.9769612315774856,0
412326902,0.9769612315774856,0
412468636,0.9769612315774856,0
412699460,0.9769612315774856,0
412474535,0.9769612315774856,0
412331104,0.9769612315774856,0
412465078,0.9769612315774856,0
412549004,0.9769612315774856,0
412465077,0.9769612315774856,0
412549562,0.9769612315774856,0
412549141,0.9769612315774856,0
413322690,0.9769612315774856,0
412331103,0.9769612315774856,0
413322680,0.9769612315774856,0
412201869,0.9769612315774856,0
413501950,0.9769612315774856,0
412549142,0.9769612315774856,0
413340000,0.9769612315774856,0
412200116,0.9769612315774856,0
412326906,0.9769612315774856,0
412699450,0.9769612315774856,0
412689520,0.9769612315774856,0
412326905,0.9769612315774856,0
413343000,0.9769612315774856,0
412326904,0.9769612315774856,0
412326903,0.9769612315774856,0
412465076,0.9769612315774856,0
413344000,0.9769612315774856,0
412549143,0.9769612315774856,0
412699440,0.9769612315774856,0
412421077,0.9769612315774856,0
412326901,0.9769612315774856,0
412331101,0.9769612315774856,0
412201828,0.9769612315774856,0
412549008,0.9769612315774856,0
412691540,0.9769612315774856,0
412421109,0.9769612315774856,0
412549009,0.9769612315774856,0
412465075,0.9769612315774856,0
412320026,0.9769612315774856,0
412549011,0.9769612315774856,0
412500156,0.9769612315774856,0
412320031,0.9769612315774856,0
412467335,0.9769612315774856,0
412475113,0.9769612315774856,0
412460052,0.9769612315774856,0
412440711,0.9769612315774856,0
412475114,0.9769612315774856,0
412464153,0.9769612315774856,0
412326881,0.9769612315774856,0
413322620,0.9769612315774856,0
412460055,0.9769612315774856,0
412326882,0.9769612315774856,0
412691550,0.9769612315774856,0
412331099,0.9769612315774856,0
412320024,0.9769612315774856,0
413322760,0.9769612315774856,0
412500157,0.9769612315774856,0
412549005,0.9769612315774856,0
412468637,0.9769612315774856,0
412326896,0.9769612315774856,0
412326895,0.9769612315774856,0
412460053,0.9769612315774856,0
412500244,0.9769612315774856,0
412421081,0.9769612315774856,0
412412982,0.9769612315774856,0
412326894,0.9769612315774856,0
412467334,0.9769612315774856,0
412331102,0.9769612315774856,0
413342000,0.9769612315774856,0
412475079,0.9769612315774856,0
412326893,0.9769612315774856,0
412460054,0.9769612315774856,0
412549006,0.9769612315774856,0
412549007,0.9769612315774856,0
412549559,0.976859076025676,0
412201871,0.976859076025676,0
412328724,0.976859076025676,0
412460287,0.976859076025676,0
412460004,0.976859076025676,0
412326877,0.976859076025676,0
412371233,0.976859076025676,0
412328725,0.976859076025676,0
412300365,0.976859076025676,0
412420883,0.976859076025676,0
412672040,0.976859076025676,0
412421023,0.976859076025676,0
412331086,0.976859076025676,0
412693340,0.976859076025676,0
412209093,0.976859076025676,0
412549362,0.976859076025676,0
412549309,0.976859076025676,0
412209147,0.976859076025676,0
412336911,0.976859076025676,0
412201867,0.976859076025676,0
412549155,0.976859076025676,0
412549156,0.976859076025676,0
412460284,0.976859076025676,0
412440046,0.976859076025676,0
412421026,0.976859076025676,0
412331012,0.976859076025676,0
412209175,0.976859076025676,0
412421025,0.976859076025676,0
412209197,0.976859076025676,0
413322630,0.976859076025676,0
412328751,0.976599459798258,1
412201808,0.9764734769137052,0
412549569,0.9759954643099992,0
412421158,0.9759333979575366,0
412421154,0.9759333979575366,0
412549106,0.9758663100164324,0
412549022,0.9758663100164324,0
412440193,0.9758663100164324,0
412440722,0.9758663100164324,0
412420111,0.9758663100164324,0
413201090,0.9758663100164324,0
412426333,0.9758663100164324,0
